"Kod";"Nazwa";"gminy łącznie z miastami na prawach powiatu;ogółem;2011;[zł]";
3006012;"Jaraczewo (2)";23663352,85;
3006023;"Jarocin (3)";104736274,92;
3006032;"Kotlin (2)";21468955,74;
3006043;"Żerków (3)";34360862,32;
3007000;"Powiat kaliski";219047975,38;
3007012;"Blizanów (2)";26628274,90;
3007022;"Brzeziny (2)";15235816,53;
3007032;"Ceków-Kolonia (2)";13335771,74;
3007042;"Godziesze Wielkie (2)";21474074,41;
3007052;"Koźminek (2)";17728126,78;
3007062;"Lisków (2)";14885385,23;
3007072;"Mycielin (2)";12358804,44;
3007082;"Opatówek (2)";30751833,07;
3007093;"Stawiszyn (3)";25615283,29;
3007102;"Szczytniki (2)";21153615,35;
3007112;"Żelazków (2)";19880989,64;
3008000;"Powiat kępiński";160589924,30;
3008012;"Baranów (2)";24637984,36;
3008022;"Bralin (2)";17701060,71;
3008033;"Kępno (3)";62913503,95;
3008042;"Łęka Opatowska (2)";17724542,61;
3008052;"Perzów (2)";13139954,28;
3008062;"Rychtal (2)";11662800,29;
3008072;"Trzcinica (2)";12810078,10;
3009000;"Powiat kolski";246914676,37;
3009011;"Koło (1)";68369310,93;
3009022;"Babiak (2)";27164247,86;
3009032;"Chodów (2)";9137523,98;
3009043;"Dąbie (3)";17446607,81;
3009052;"Grzegorzew (2)";14806958,89;
3009063;"Kłodawa (3)";29449592,77;
3009072;"Koło (2)";18959871,26;
3009082;"Kościelec (2)";15987525,84;
3009092;"Olszówka (2)";13206290,95;
3009102;"Osiek Mały (2)";20175338,65;
3009113;"Przedecz (3)";12211407,43;
3010000;"Powiat koniński";399805705,05;
3010013;"Golina (3)";30704731,22;
3010022;"Grodziec (2)";19381644,24;
3010032;"Kazimierz Biskupi (2)";33573721,76;
3010043;"Kleczew (3)";48713921,22;
3010052;"Kramsk (2)";31709036,06;
3010062;"Krzymów (2)";27099987,35;
3010073;"Rychwał (3)";25363076,57;
3010082;"Rzgów (2)";17836058,95;
3010092;"Skulsk (2)";16897069,71;
3010103;"Sompolno (3)";27948337,12;
3010112;"Stare Miasto (2)";30224338,12;
3010123;"Ślesin (3)";42621196,61;
3010132;"Wierzbinek (2)";23680759,53;
3010142;"Wilczyn (2)";24051826,59;
3011000;"Powiat kościański";225392984,04;
3011011;"Kościan (1)";63953859,20;
3011023;"Czempiń (3)";26966733,85;
3011032;"Kościan (2)";43653823,12;
3011043;"Krzywiń (3)";29051728,35;
3011053;"Śmigiel (3)";61766839,52;
3012000;"Powiat krotoszyński";201312788,18;
3012011;"Sulmierzyce (1)";13023661,10;
3012023;"Kobylin (3)";20177354,93;
3012033;"Koźmin Wielkopolski (3)";29667833,30;
3012043;"Krotoszyn (3)";104002382,51;
3012052;"Rozdrażew (2)";13786839,60;
3012063;"Zduny (3)";20654716,74;
3013000;"Powiat leszczyński";153400280,63;
3013012;"Krzemieniewo (2)";20609365,49;
3013022;"Lipno (2)";19371227,43;
3013033;"Osieczna (3)";30706253,01;
3013043;"Rydzyna (3)";22852100,97;
3013052;"Święciechowa (2)";18530114,65;
3013062;"Wijewo (2)";10845303,72;
3013072;"Włoszakowice (2)";30485915,36;
3014000;"Powiat międzychodzki";102733652,15;
3014012;"Chrzypsko Wielkie (2)";11129688,99;
3014022;"Kwilcz (2)";16416038,45;
3014033;"Międzychód (3)";53380913,16;
3014043;"Sieraków (3)";21807011,55;
3015000;"Powiat nowotomyski";210786041,53;
3015012;"Kuślin (2)";17776673,01;
3015023;"Lwówek (3)";31305369,11;
3015032;"Miedzichowo (2)";11453615,61;
3015043;"Nowy Tomyśl (3)";66157728,53;
3015053;"Opalenica (3)";51708640,77;
3015063;"Zbąszyń (3)";32384014,50;
3016000;"Powiat obornicki";150264032,30;
3016013;"Oborniki (3)";85667709,50;
3016023;"Rogoźno (3)";43678117,66;
3016032;"Ryczywół (2)";20918205,14;
3017000;"Powiat ostrowski";400227122,54;
3017011;"Ostrów Wielkopolski (1)";169261577,89;
3017023;"Nowe Skalmierzyce (3)";41562792,77;
3017033;"Odolanów (3)";37623185,73;
3017042;"Ostrów Wielkopolski (2)";46414357,15;
3017052;"Przygodzice (2)";28575461,21;
3017063;"Raszków (3)";27859770,97;
3017072;"Sieroszewice (2)";28720123,66;
3017082;"Sośnie (2)";20209853,16;
3018000;"Powiat ostrzeszowski";150213085,71;
3018012;"Czajków (2)";9879041,30;
3018022;"Doruchów (2)";16252860,38;
3018033;"Grabów nad Prosną (3)";21186175,77;
3018042;"Kobyla Góra (2)";16698136,22;
3018052;"Kraszewice (2)";12966693,04;
3018063;"Mikstat (3)";16569834,27;
3018073;"Ostrzeszów (3)";56660344,73;
3019000;"Powiat pilski";397606361,35;
3019011;"Piła (1)";209303965,17;
3019022;"Białośliwie (2)";16062677,50;
3019032;"Kaczory (2)";18854747,62;
3019043;"Łobżenica (3)";30228504,00;
3019052;"Miasteczko Krajeńskie (2)";16291196,04;
3019062;"Szydłowo (2)";23781067,47;
3019073;"Ujście (3)";25064455,70;
3019083;"Wyrzysk (3)";38804052,13;
3019093;"Wysoka (3)";19215695,72;
3020000;"Powiat pleszewski";164124981,13;
3020012;"Chocz (2)";14849199,15;
3020022;"Czermin (2)";13612192,18;
3020032;"Dobrzyca (2)";23786467,49;
3020042;"Gizałki (2)";15241893,18;
3020052;"Gołuchów (2)";27515402,75;
3020063;"Pleszew (3)";69119826,38;
3021000;"Powiat poznański";1062483846,88;
3021011;"Luboń (1)";63851754,52;
3021021;"Puszczykowo (1)";28761368,52;
3021033;"Buk (3)";40905709,63;
3021042;"Czerwonak (2)";75456621,80;
3021052;"Dopiewo (2)";57006744,92;
3021062;"Kleszczewo (2)";19338026,07;
3021072;"Komorniki (2)";71954186,60;
3021083;"Kostrzyn (3)";37437557,13;
3021093;"Kórnik (3)";83754965,95;
3021103;"Mosina (3)";77081269,33;
3021113;"Murowana Goślina (3)";43467582,62;
3021123;"Pobiedziska (3)";52351681,93;
3021132;"Rokietnica (2)";32451150,76;
3021143;"Stęszew (3)";35399936,20;
3021152;"Suchy Las (2)";90083931,37;
3021163;"Swarzędz (3)";133533076,54;
3021172;"Tarnowo Podgórne (2)";119648282,99;
3022000;"Powiat rawicki";172244010,64;
3022013;"Bojanowo (3)";25870582,59;
3022023;"Jutrosin (3)";22899855,47;
3022033;"Miejska Górka (3)";34010956,38;
3022042;"Pakosław (2)";15335935,86;
3022053;"Rawicz (3)";74126680,34;
3023000;"Powiat słupecki";164282238,00;
3023011;"Słupca (1)";30997894,14;
3023022;"Lądek (2)";14832972,82;
3023032;"Orchowo (2)";12698724,74;
3023042;"Ostrowite (2)";15730009,56;
3023052;"Powidz (2)";12202875,88;
3023062;"Słupca (2)";20578960,31;
3023072;"Strzałkowo (2)";31906925,98;
3023083;"Zagórów (3)";25333874,57;
3024000;"Powiat szamotulski";236336336,38;
3024011;"Obrzycko (1)";7761134,91;
3024022;"Duszniki (2)";21561783,21;
3024032;"Kaźmierz (2)";20103472,76;
3024042;"Obrzycko (2)";12154286,85;
3024053;"Ostroróg (3)";12573261,40;
3024063;"Pniewy (3)";46626002,57;
3024073;"Szamotuły (3)";69904338,61;
3024083;"Wronki (3)";45652056,07;
3025000;"Powiat średzki";151638995,98;
3025012;"Dominowo (2)";8132239,54;
3025022;"Krzykosy (2)";17247426,66;
3025032;"Nowe Miasto nad Wartą (2)";26409073,50;
3025043;"Środa Wielkopolska (3)";82265831,91;
3025052;"Zaniemyśl (2)";17584424,37;
3026000;"Powiat śremski";156960299,92;
3026012;"Brodnica (2)";13570200,77;
3026023;"Dolsk (3)";17285047,26;
3026033;"Książ Wielkopolski (3)";24941188,52;
3026043;"Śrem (3)";101163863,37;
3027000;"Powiat turecki";284623326,94;
3027011;"Turek (1)";99082671,31;
3027022;"Brudzew (2)";25063083,11;
3027033;"Dobra (3)";17068720,11;
3027042;"Kawęczyn (2)";13744802,55;
3027052;"Malanów (2)";24423075,23;
3027062;"Przykona (2)";31173093,81;
3027073;"Tuliszków (3)";29447915,36;
3027082;"Turek (2)";22227859,29;
3027092;"Władysławów (2)";22392106,17;
3028000;"Powiat wągrowiecki";201334302,75;
3028011;"Wągrowiec (1)";57615887,53;
3028022;"Damasławek (2)";19974822,36;
3028033;"Gołańcz (3)";23802249,05;
3028042;"Mieścisko (2)";20656273,77;
3028053;"Skoki (3)";28533251,11;
3028062;"Wapno (2)";15926250,45;
3028072;"Wągrowiec (2)";34825568,48;
3029000;"Powiat wolsztyński";153938731,22;
3029012;"Przemęt (2)";43106628,69;
3029022;"Siedlec (2)";34780134,01;
3029033;"Wolsztyn (3)";76051968,52;
3030000;"Powiat wrzesiński";202244069,32;
3030012;"Kołaczkowo (2)";16180020,62;
3030023;"Miłosław (3)";35584325,92;
3030033;"Nekla (3)";19599168,19;
3030043;"Pyzdry (3)";21726699,15;
3030053;"Września (3)";109153855,44;
3031000;"Powiat złotowski";196759759,91;
3031011;"Złotów (1)";45140205,24;
3031023;"Jastrowie (3)";30665037,73;
3031033;"Krajenka (3)";23724752,07;
3031042;"Lipka (2)";16838739,89;
3031053;"Okonek (3)";28009053,22;
3031062;"Tarnówka (2)";8257870,28;
3031072;"Zakrzewo (2)";16403563,87;
3031082;"Złotów (2)";27720537,61;
3061000;"Powiat m.Kalisz";407855660,60;
3061011;"Kalisz (1)";407855660,60;
3062000;"Powiat m.Konin";366887885,96;
3062011;"Konin (1)";366887885,96;
3063000;"Powiat m.Leszno";274893824,78;
3063011;"Leszno (1)";274893824,78;
3064000;"Powiat m.Poznań";2471619970,72;
3064011;"Poznań (1)";2471619970,72;
3200000;"ZACHODNIOPOMORSKIE";5696307136,58;
3201000;"Powiat białogardzki";151062331,74;
3201011;"Białogard (1)";60305644,21;
3201022;"Białogard (2)";23510636,91;
3201033;"Karlino (3)";44564939,32;
3201043;"Tychowo (3)";22681111,30;
3202000;"Powiat choszczeński";140007227,06;
3202012;"Bierzwnik (2)";13074879,24;
3202023;"Choszczno (3)";54220337,08;
3202033;"Drawno (3)";14654023,50;
3202042;"Krzęcin (2)";13078913,95;
3202053;"Pełczyce (3)";25266701,98;
3202063;"Recz (3)";19712371,31;
3203000;"Powiat drawski";199864073,27;
3203013;"Czaplinek (3)";33655312,41;
3203023;"Drawsko Pomorskie (3)";55515722,80;
3203033;"Kalisz Pomorski (3)";39085349,94;
3203042;"Ostrowice (2)";16206502,00;
3203052;"Wierzchowo (2)";13800243,33;
3203063;"Złocieniec (3)";41600942,79;
3204000;"Powiat goleniowski";250763101,71;
3204023;"Goleniów (3)";95696498,15;
3204033;"Maszewo (3)";27251222,81;
3204043;"Nowogard (3)";60795884,49;
3204052;"Osina (2)";8096058,63;
3204062;"Przybiernów (2)";14512195,67;
3204072;"Stepnica (2)";44411241,96;
3205000;"Powiat gryficki";220158377,24;
3205012;"Brojce (2)";11635609,71;
3205023;"Gryfice (3)";62347497,76;
3205032;"Karnice (2)";12557362,65;
3205043;"Płoty (3)";25495919,31;
3205072;"Rewal (2)";51401932,38;
3205083;"Trzebiatów (3)";56720055,43;
3206000;"Powiat gryfiński";256964180,28;
3206012;"Banie (2)";21178929,16;
3206023;"Cedynia (3)";15662575,30;
3206033;"Chojna (3)";35151867,15;
3206043;"Gryfino (3)";104962603,29;
3206053;"Mieszkowice (3)";23580708,18;
3206063;"Moryń (3)";11250814,94;
3206072;"Stare Czarnowo (2)";11327263,45;
3206083;"Trzcińsko-Zdrój (3)";17983553,65;
3206092;"Widuchowa (2)";15865865,16;
3207000;"Powiat kamieński";178569640,74;
3207013;"Dziwnów (3)";23163061,29;
3207023;"Golczewo (3)";18185459,23;
3207033;"Kamień Pomorski (3)";42311287,44;
3207043;"Międzyzdroje (3)";44091134,91;
3207052;"Świerzno (2)";12912532,80;
3207063;"Wolin (3)";37906165,07;
3208000;"Powiat kołobrzeski";324876431,41;
3208011;"Kołobrzeg (1)";193013730,50;
3208022;"Dygowo (2)";17736193,77;
3208033;"Gościno (3)";20542368,19;
3208042;"Kołobrzeg (2)";38203408,56;
3208052;"Rymań (2)";18944360,24;
3208062;"Siemyśl (2)";12067722,33;
3208072;"Ustronie Morskie (2)";24368647,82;
3209000;"Powiat koszaliński";218301152,22;
3209012;"Będzino (2)";26822958,09;
3209022;"Biesiekierz (2)";18370381,74;
3209033;"Bobolice (3)";31702043,23;
3209042;"Manowo (2)";19900667,30;
3209052;"Mielno (2)";32189026,22;
3209063;"Polanów (3)";31626327,56;
3209073;"Sianów (3)";39879103,91;
3209082;"Świeszyno (2)";17810644,17;
3210000;"Powiat myśliborski";203365353,80;
3210013;"Barlinek (3)";50891253,73;
3210022;"Boleszkowice (2)";7561207,66;
3210033;"Dębno (3)";79603953,05;
3210043;"Myślibórz (3)";55429042,88;
3210052;"Nowogródek Pomorski (2)";9879896,48;
3211000;"Powiat policki";252155490,49;
3211012;"Dobra (Szczecińska) (2)";46995048,59;
3211022;"Kołbaskowo (2)";31671536,84;
3211033;"Nowe Warpno (3)";36950437,54;
3211043;"Police (3)";136538467,52;
3212000;"Powiat pyrzycki";105512016,67;
3212012;"Bielice (2)";8385721,69;
3212022;"Kozielice (2)";8554871,50;
3212033;"Lipiany (3)";15706490,88;
3212042;"Przelewice (2)";16030615,71;
3212053;"Pyrzyce (3)";47069378,73;
3212062;"Warnice (2)";9764938,16;
3213000;"Powiat sławieński";229065455,63;
3213011;"Darłowo (1)";92819312,99;
3213021;"Sławno (1)";33455154,46;
3213032;"Darłowo (2)";31082334,88;
3213042;"Malechowo (2)";18022299,82;
3213052;"Postomino (2)";27849364,14;
3213062;"Sławno (2)";25836989,34;
3214000;"Powiat stargardzki";311926839,81;
3214011;"Stargard (1)";165464301,23;
3214023;"Chociwel (3)";17567618,38;
3214033;"Dobrzany (3)";13584813,77;
3214042;"Dolice (2)";21894750,55;
3214053;"Ińsko (3)";9569288,68;
3214062;"Kobylanka (2)";18734729,55;
3214082;"Marianowo (2)";10177439,55;
3214092;"Stara Dąbrowa (2)";13074999,57;
3214102;"Stargard (2)";27952587,62;
3214113;"Suchań (3)";13906310,91;
3215000;"Powiat szczecinecki";229840287,05;
3215011;"Szczecinek (1)";104792418,26;
3215023;"Barwice (3)";26828746,64;
3215033;"Biały Bór (3)";26280294,95;
3215043;"Borne Sulinowo (3)";29214744,85;
3215052;"Grzmiąca (2)";15974408,68;
3215062;"Szczecinek (2)";26749673,67;
3216000;"Powiat świdwiński";145735343,37;
3216011;"Świdwin (1)";42094587,35;
3216022;"Brzeżno (2)";8701519,08;
3216033;"Połczyn-Zdrój (3)";48511552,77;
3216042;"Rąbino (2)";12085022,02;
3216052;"Sławoborze (2)";16286418,67;
3216062;"Świdwin (2)";18056243,48;
3217000;"Powiat wałecki";156694251,04;
3217011;"Wałcz (1)";68671391,86;
3217023;"Człopa (3)";17598854,97;
3217033;"Mirosławiec (3)";18656469,08;
3217043;"Tuczno (3)";13219286,70;
3217052;"Wałcz (2)";38548248,43;
3218000;"Powiat łobeski";119959867,85;
3218013;"Dobra (3)";13478415,29;
3218023;"Łobez (3)";43072419,02;
3218032;"Radowo Małe (2)";11050070,50;
3218043;"Resko (3)";28699185,66;
3218053;"Węgorzyno (3)";23659777,38;
3261000;"Powiat m.Koszalin";397944729,46;
3261011;"Koszalin (1)";397944729,46;
3262000;"Powiat m.Szczecin";1383316384,07;
3262011;"Szczecin (1)";1383316384,07;
3263000;"Powiat m.Świnoujście";220224601,67;
3263011;"Świnoujście (1)";220224601,67;
