"Kod";"Nazwa";"gminy łącznie z miastami na prawach powiatu;ogółem;2011;[zł]";
3020012;"Chocz (2)";3113,04;
3020022;"Czermin (2)";2787,10;
3020032;"Dobrzyca (2)";2852,78;
3020042;"Gizałki (2)";3251,95;
3020052;"Gołuchów (2)";2682,34;
3020063;"Pleszew (3)";2281,26;
3021000;"Powiat poznański";3181,97;
3021011;"Luboń (1)";2136,65;
3021021;"Puszczykowo (1)";2939,93;
3021033;"Buk (3)";3338,42;
3021042;"Czerwonak (2)";2889,29;
3021052;"Dopiewo (2)";3026,00;
3021062;"Kleszczewo (2)";3091,61;
3021072;"Komorniki (2)";3548,91;
3021083;"Kostrzyn (3)";2179,26;
3021093;"Kórnik (3)";3952,76;
3021103;"Mosina (3)";2740,96;
3021113;"Murowana Goślina (3)";2643,37;
3021123;"Pobiedziska (3)";2871,57;
3021132;"Rokietnica (2)";2508,59;
3021143;"Stęszew (3)";2439,02;
3021152;"Suchy Las (2)";5987,63;
3021163;"Swarzędz (3)";2978,92;
3021172;"Tarnowo Podgórne (2)";5434,36;
3022000;"Powiat rawicki";2850,02;
3022013;"Bojanowo (3)";2890,57;
3022023;"Jutrosin (3)";3218,53;
3022033;"Miejska Górka (3)";3612,04;
3022042;"Pakosław (2)";3234,75;
3022053;"Rawicz (3)";2453,39;
3023000;"Powiat słupecki";2747,70;
3023011;"Słupca (1)";2180,34;
3023022;"Lądek (2)";2595,90;
3023032;"Orchowo (2)";3225,48;
3023042;"Ostrowite (2)";3074,67;
3023052;"Powidz (2)";5579,73;
3023062;"Słupca (2)";2207,33;
3023072;"Strzałkowo (2)";3152,86;
3023083;"Zagórów (3)";2761,19;
3024000;"Powiat szamotulski";2664,00;
3024011;"Obrzycko (1)";3299,80;
3024022;"Duszniki (2)";2540,87;
3024032;"Kaźmierz (2)";2602,39;
3024042;"Obrzycko (2)";2771,16;
3024053;"Ostroróg (3)";2529,83;
3024063;"Pniewy (3)";3747,47;
3024073;"Szamotuły (3)";2380,05;
3024083;"Wronki (3)";2404,89;
3025000;"Powiat średzki";2692,17;
3025012;"Dominowo (2)";2767,95;
3025022;"Krzykosy (2)";2566,96;
3025032;"Nowe Miasto nad Wartą (2)";2889,71;
3025043;"Środa Wielkopolska (3)";2656,99;
3025052;"Zaniemyśl (2)";2677,29;
3026000;"Powiat śremski";2597,95;
3026012;"Brodnica (2)";2761,54;
3026023;"Dolsk (3)";2943,64;
3026033;"Książ Wielkopolski (3)";2917,78;
3026043;"Śrem (3)";2462,43;
3027000;"Powiat turecki";3360,13;
3027011;"Turek (1)";3418,65;
3027022;"Brudzew (2)";4155,71;
3027033;"Dobra (3)";2683,34;
3027042;"Kawęczyn (2)";2623,05;
3027052;"Malanów (2)";3741,28;
3027062;"Przykona (2)";7200,99;
3027073;"Tuliszków (3)";2777,06;
3027082;"Turek (2)";2604,32;
3027092;"Władysławów (2)";2766,17;
3028000;"Powiat wągrowiecki";2896,19;
3028011;"Wągrowiec (1)";2273,53;
3028022;"Damasławek (2)";3551,71;
3028033;"Gołańcz (3)";2792,05;
3028042;"Mieścisko (2)";3406,38;
3028053;"Skoki (3)";3126,25;
3028062;"Wapno (2)";5119,33;
3028072;"Wągrowiec (2)";2970,45;
3029000;"Powiat wolsztyński";2724,43;
3029012;"Przemęt (2)";3123,90;
3029022;"Siedlec (2)";2804,85;
3029033;"Wolsztyn (3)";2509,63;
3030000;"Powiat wrzesiński";2655,34;
3030012;"Kołaczkowo (2)";2643,79;
3030023;"Miłosław (3)";3421,90;
3030033;"Nekla (3)";2750,76;
3030043;"Pyzdry (3)";2985,67;
3030053;"Września (3)";2412,56;
3031000;"Powiat złotowski";2799,81;
3031011;"Złotów (1)";2404,78;
3031023;"Jastrowie (3)";2602,26;
3031033;"Krajenka (3)";3165,41;
3031042;"Lipka (2)";2970,84;
3031053;"Okonek (3)";3106,94;
3031062;"Tarnówka (2)";2636,61;
3031072;"Zakrzewo (2)";3340,85;
3031082;"Złotów (2)";2917,64;
3061000;"Powiat m.Kalisz";3874,08;
3061011;"Kalisz (1)";3874,08;
3062000;"Powiat m.Konin";4679,16;
3062011;"Konin (1)";4679,16;
3063000;"Powiat m.Leszno";4251,18;
3063011;"Leszno (1)";4251,18;
3064000;"Powiat m.Poznań";4459,07;
3064011;"Poznań (1)";4459,07;
3200000;"ZACHODNIOPOMORSKIE";3305,90;
3201000;"Powiat białogardzki";3056,77;
3201011;"Białogard (1)";2420,26;
3201022;"Białogard (2)";2931,14;
3201033;"Karlino (3)";4720,86;
3201043;"Tychowo (3)";3221,29;
3202000;"Powiat choszczeński";2771,38;
3202012;"Bierzwnik (2)";2677,08;
3202023;"Choszczno (3)";2410,11;
3202033;"Drawno (3)";2739,58;
3202042;"Krzęcin (2)";3380,44;
3202053;"Pełczyce (3)";3111,66;
3202063;"Recz (3)";3398,68;
3203000;"Powiat drawski";3394,20;
3203013;"Czaplinek (3)";2805,08;
3203023;"Drawsko Pomorskie (3)";3305,29;
3203033;"Kalisz Pomorski (3)";5332,24;
3203042;"Ostrowice (2)";6159,83;
3203052;"Wierzchowo (2)";3122,93;
3203063;"Złocieniec (3)";2648,05;
3204000;"Powiat goleniowski";3066,05;
3204023;"Goleniów (3)";2734,11;
3204033;"Maszewo (3)";3152,98;
3204043;"Nowogard (3)";2433,49;
3204052;"Osina (2)";2717,71;
3204062;"Przybiernów (2)";2757,40;
3204072;"Stepnica (2)";9030,35;
3205000;"Powiat gryficki";3554,90;
3205012;"Brojce (2)";3041,19;
3205023;"Gryfice (3)";2589,18;
3205032;"Karnice (2)";2987,71;
3205043;"Płoty (3)";2758,40;
3205072;"Rewal (2)";13670,73;
3205083;"Trzebiatów (3)";3372,38;
3206000;"Powiat gryfiński";3046,73;
3206012;"Banie (2)";3209,90;
3206023;"Cedynia (3)";3498,45;
3206033;"Chojna (3)";2496,76;
3206043;"Gryfino (3)";3265,90;
3206053;"Mieszkowice (3)";3152,08;
3206063;"Moryń (3)";2535,68;
3206072;"Stare Czarnowo (2)";2939,86;
3206083;"Trzcińsko-Zdrój (3)";3167,23;
3206092;"Widuchowa (2)";2833,70;
3207000;"Powiat kamieński";3685,80;
3207013;"Dziwnów (3)";5631,67;
3207023;"Golczewo (3)";2987,59;
3207033;"Kamień Pomorski (3)";2884,60;
3207043;"Międzyzdroje (3)";6561,18;
3207052;"Świerzno (2)";2968,40;
3207063;"Wolin (3)";3030,07;
3208000;"Powiat kołobrzeski";4091,59;
3208011;"Kołobrzeg (1)";4096,91;
3208022;"Dygowo (2)";3189,39;
3208033;"Gościno (3)";3941,36;
3208042;"Kołobrzeg (2)";3797,56;
3208052;"Rymań (2)";4575,93;
3208062;"Siemyśl (2)";3287,31;
3208072;"Ustronie Morskie (2)";6685,50;
3209000;"Powiat koszaliński";3333,45;
3209012;"Będzino (2)";3160,48;
3209022;"Biesiekierz (2)";3026,92;
3209033;"Bobolice (3)";3237,88;
3209042;"Manowo (2)";2944,76;
3209052;"Mielno (2)";6309,10;
3209063;"Polanów (3)";3442,13;
3209073;"Sianów (3)";2919,83;
3209082;"Świeszyno (2)";2767,78;
3210000;"Powiat myśliborski";2985,40;
3210013;"Barlinek (3)";2562,24;
3210022;"Boleszkowice (2)";2577,98;
3210033;"Dębno (3)";3773,41;
3210043;"Myślibórz (3)";2663,83;
3210052;"Nowogródek Pomorski (2)";2888,01;
3211000;"Powiat policki";3517,06;
3211012;"Dobra (Szczecińska) (2)";2752,76;
3211022;"Kołbaskowo (2)";2912,59;
3211033;"Nowe Warpno (3)";21710,01;
3211043;"Police (3)";3247,28;
3212000;"Powiat pyrzycki";2584,81;
3212012;"Bielice (2)";2664,67;
3212022;"Kozielice (2)";3265,22;
3212033;"Lipiany (3)";2534,12;
3212042;"Przelewice (2)";2974,69;
3212053;"Pyrzyce (3)";2369,34;
3212062;"Warnice (2)";2712,48;
3213000;"Powiat sławieński";3938,34;
3213011;"Darłowo (1)";6432,83;
3213021;"Sławno (1)";2545,09;
3213032;"Darłowo (2)";3909,73;
3213042;"Malechowo (2)";2716,25;
3213052;"Postomino (2)";3928,53;
3213062;"Sławno (2)";2898,15;
3214000;"Powiat stargardzki";2579,76;
3214011;"Stargard (1)";2366,75;
3214023;"Chociwel (3)";2881,83;
3214033;"Dobrzany (3)";2655,36;
3214042;"Dolice (2)";2684,17;
3214053;"Ińsko (3)";2656,66;
3214062;"Kobylanka (2)";4132,05;
3214082;"Marianowo (2)";3176,48;
3214092;"Stara Dąbrowa (2)";3563,64;
3214102;"Stargard (2)";2281,29;
3214113;"Suchań (3)";3182,22;
3215000;"Powiat szczecinecki";2887,62;
3215011;"Szczecinek (1)";2566,74;
3215023;"Barwice (3)";2982,63;
3215033;"Biały Bór (3)";4850,55;
3215043;"Borne Sulinowo (3)";2986,89;
3215052;"Grzmiąca (2)";3143,33;
3215062;"Szczecinek (2)";2818,13;
3216000;"Powiat świdwiński";2957,23;
3216011;"Świdwin (1)";2643,30;
3216022;"Brzeżno (2)";2993,30;
3216033;"Połczyn-Zdrój (3)";3006,04;
3216042;"Rąbino (2)";3120,33;
3216052;"Sławoborze (2)";3821,31;
3216062;"Świdwin (2)";2923,61;
3217000;"Powiat wałecki";2846,86;
3217011;"Wałcz (1)";2596,57;
3217023;"Człopa (3)";3444,00;
3217033;"Mirosławiec (3)";3299,11;
3217043;"Tuczno (3)";2593,03;
3217052;"Wałcz (2)";3027,90;
3218000;"Powiat łobeski";3116,73;
3218013;"Dobra (3)";2974,71;
3218023;"Łobez (3)";2966,01;
3218032;"Radowo Małe (2)";2941,20;
3218043;"Resko (3)";3423,91;
3218053;"Węgorzyno (3)";3242,40;
3261000;"Powiat m.Koszalin";3640,22;
3261011;"Koszalin (1)";3640,22;
3262000;"Powiat m.Szczecin";3374,72;
3262011;"Szczecin (1)";3374,72;
3263000;"Powiat m.Świnoujście";5304,70;
3263011;"Świnoujście (1)";5304,70;
